dt;AverageTemperature;AverageTemperatureUncertainty;City;Country;Latitude;Longitude
1812-10-01;10.963;3.907;Aix En Provence;France;44.20N;4.47E
1812-11-01;5.224;3.432;Aix En Provence;France;44.20N;4.47E
1812-12-01;0.849;3.995;Aix En Provence;France;44.20N;4.47E
1813-01-01;0.873;5.236;Aix En Provence;France;44.20N;4.47E
1813-02-01;5.315;1.527;Aix En Provence;France;44.20N;4.47E
1813-03-01;6.327;9.066;Aix En Provence;France;44.20N;4.47E
1813-04-01;10.332;1.146;Aix En Provence;France;44.20N;4.47E
1813-05-01;15.519;7.039;Aix En Provence;France;44.20N;4.47E
1813-06-01;16.735;3.305;Aix En Provence;France;44.20N;4.47E
1813-07-01;17.868;1.79;Aix En Provence;France;44.20N;4.47E
1813-08-01;18.662;1.258;Aix En Provence;France;44.20N;4.47E
1813-09-01;15.013;2.375;Aix En Provence;France;44.20N;4.47E
1813-10-01;11.71;1.512;Aix En Provence;France;44.20N;4.47E
1813-11-01;5.988;2.447;Aix En Provence;France;44.20N;4.47E
1813-12-01;3.729;2.024;Aix En Provence;France;44.20N;4.47E
1814-01-01;1.202;4.328;Aix En Provence;France;44.20N;4.47E
1814-02-01;0.3;1.383;Aix En Provence;France;44.20N;4.47E
1814-03-01;4.898;2.812;Aix En Provence;France;44.20N;4.47E
1814-04-01;10.458;1.696;Aix En Provence;France;44.20N;4.47E
1814-05-01;11.959;1.594;Aix En Provence;France;44.20N;4.47E
1814-06-01;17.226;1.967;Aix En Provence;France;44.20N;4.47E
1814-07-01;19.858;3.515;Aix En Provence;France;44.20N;4.47E
1814-08-01;18.723;1.739;Aix En Provence;France;44.20N;4.47E
1814-09-01;14.193;1.819;Aix En Provence;France;44.20N;4.47E
1814-10-01;9.793;4.63;Aix En Provence;France;44.20N;4.47E
1814-11-01;7.425;7.279;Aix En Provence;France;44.20N;4.47E
1814-12-01;5.202;8.386;Aix En Provence;France;44.20N;4.47E
1815-01-01;0.344;2.496;Aix En Provence;France;44.20N;4.47E
1815-02-01;5.292;6.634;Aix En Provence;France;44.20N;4.47E
1815-03-01;8.712;4.821;Aix En Provence;France;44.20N;4.47E
1815-04-01;10.243;2.646;Aix En Provence;France;44.20N;4.47E
1815-05-01;15.219;3.232;Aix En Provence;France;44.20N;4.47E
1815-06-01;16.946;3.194;Aix En Provence;France;44.20N;4.47E
1815-07-01;19.675;3.204;Aix En Provence;France;44.20N;4.47E
1815-08-01;18.922;2.504;Aix En Provence;France;44.20N;4.47E
1815-09-01;17.002;1.896;Aix En Provence;France;44.20N;4.47E
1815-10-01;12.107;4.114;Aix En Provence;France;44.20N;4.47E
1815-11-01;5.236;3.004;Aix En Provence;France;44.20N;4.47E
1815-12-01;2.435;2.491;Aix En Provence;France;44.20N;4.47E
1816-01-01;2.195;4.097;Aix En Provence;France;44.20N;4.47E
1816-02-01;2.005;2.747;Aix En Provence;France;44.20N;4.47E
1816-03-01;5.673;2.81;Aix En Provence;France;44.20N;4.47E
1816-04-01;9.09;5.101;Aix En Provence;France;44.20N;4.47E
1816-05-01;13.681;2.604;Aix En Provence;France;44.20N;4.47E
1816-06-01;16.05;1.744;Aix En Provence;France;44.20N;4.47E
1816-07-01;17.612;2.194;Aix En Provence;France;44.20N;4.47E
1816-08-01;17.732;1.125;Aix En Provence;France;44.20N;4.47E
1816-09-01;15.491;1.198;Aix En Provence;France;44.20N;4.47E
1816-10-01;11.648;7.466;Aix En Provence;France;44.20N;4.47E
1816-11-01;5.633;8.451;Aix En Provence;France;44.20N;4.47E
1816-12-01;2.337;1.887;Aix En Provence;France;44.20N;4.47E
1817-01-01;4.186;5.414;Aix En Provence;France;44.20N;4.47E
1817-02-01;6.617;2.731;Aix En Provence;France;44.20N;4.47E
1817-03-01;7.521;2.731;Aix En Provence;France;44.20N;4.47E
1817-04-01;7.763;2.011;Aix En Provence;France;44.20N;4.47E
1817-05-01;13.127;2.751;Aix En Provence;France;44.20N;4.47E
1817-06-01;18.778;1.615;Aix En Provence;France;44.20N;4.47E
1817-07-01;19.518;1.597;Aix En Provence;France;44.20N;4.47E
1817-08-01;19.124;2.333;Aix En Provence;France;44.20N;4.47E
1817-09-01;17.672;2.99;Aix En Provence;France;44.20N;4.47E
1817-10-01;9.094;3.211;Aix En Provence;France;44.20N;4.47E
1817-11-01;7.73;1.707;Aix En Provence;France;44.20N;4.47E
1817-12-01;2.822;1.593;Aix En Provence;France;44.20N;4.47E
1818-01-01;3.256;4.37;Aix En Provence;France;44.20N;4.47E
1818-02-01;4.952;1.154;Aix En Provence;France;44.20N;4.47E
1818-03-01;7.259;2.337;Aix En Provence;France;44.20N;4.47E
1818-04-01;10.742;6.955;Aix En Provence;France;44.20N;4.47E
1818-05-01;13.724;4.458;Aix En Provence;France;44.20N;4.47E
1818-06-01;19.312;4.804;Aix En Provence;France;44.20N;4.47E
1818-07-01;21.227;3.71;Aix En Provence;France;44.20N;4.47E
1818-08-01;19.475;1.407;Aix En Provence;France;44.20N;4.47E
1818-09-01;15.932;2.876;Aix En Provence;France;44.20N;4.47E
1818-10-01;11.367;2.406;Aix En Provence;France;44.20N;4.47E
1818-11-01;8.257;6.42;Aix En Provence;France;44.20N;4.47E
1818-12-01;3.092;2.158;Aix En Provence;France;44.20N;4.47E
1819-01-01;3.01;3.219;Aix En Provence;France;44.20N;4.47E
1819-02-01;4.166;3.74;Aix En Provence;France;44.20N;4.47E
1819-03-01;7.672;7.824;Aix En Provence;France;44.20N;4.47E
1819-04-01;11.616;1.467;Aix En Provence;France;44.20N;4.47E
1819-05-01;14.604;2.359;Aix En Provence;France;44.20N;4.47E
1819-06-01;17.505;1.697;Aix En Provence;France;44.20N;4.47E
1819-07-01;20.49;0.631;Aix En Provence;France;44.20N;4.47E
1819-08-01;19.529;1.586;Aix En Provence;France;44.20N;4.47E
1819-09-01;16.799;1.186;Aix En Provence;France;44.20N;4.47E
1819-10-01;11.253;1.615;Aix En Provence;France;44.20N;4.47E
1819-11-01;6.262;2.27;Aix En Provence;France;44.20N;4.47E
1819-12-01;3.688;2.582;Aix En Provence;France;44.20N;4.47E
1820-01-01;1.761;8.077;Aix En Provence;France;44.20N;4.47E
1820-02-01;4.364;3.436;Aix En Provence;France;44.20N;4.47E
1820-03-01;5.258;2.799;Aix En Provence;France;44.20N;4.47E
1820-04-01;11.701;1.67;Aix En Provence;France;44.20N;4.47E
1820-05-01;15.512;2.071;Aix En Provence;France;44.20N;4.47E
1820-06-01;17.58;1.151;Aix En Provence;France;44.20N;4.47E
1820-07-01;19.949;3.514;Aix En Provence;France;44.20N;4.47E
1820-08-01;21.273;2.525;Aix En Provence;France;44.20N;4.47E
1820-09-01;15.283;2.346;Aix En Provence;France;44.20N;4.47E
1820-10-01;9.873;1.588;Aix En Provence;France;44.20N;4.47E
1820-11-01;4.753;0.857;Aix En Provence;France;44.20N;4.47E
1820-12-01;3.712;1.405;Aix En Provence;France;44.20N;4.47E
1821-01-01;4.213;3.86;Aix En Provence;France;44.20N;4.47E
1821-02-01;3.671;5.033;Aix En Provence;France;44.20N;4.47E
1821-03-01;6.893;2.333;Aix En Provence;France;44.20N;4.47E
1821-04-01;10.5;2.259;Aix En Provence;France;44.20N;4.47E
1821-05-01;13.855;1.886;Aix En Provence;France;44.20N;4.47E
1821-06-01;15.852;3.399;Aix En Provence;France;44.20N;4.47E
1821-07-01;19.014;2.175;Aix En Provence;France;44.20N;4.47E
1821-08-01;20.777;1.289;Aix En Provence;France;44.20N;4.47E
1821-09-01;17.321;1.445;Aix En Provence;France;44.20N;4.47E
1821-10-01;11.164;0.779;Aix En Provence;France;44.20N;4.47E
1821-11-01;8.387;2.881;Aix En Provence;France;44.20N;4.47E
1821-12-01;5.201;2.153;Aix En Provence;France;44.20N;4.47E
1822-01-01;2.093;3.097;Aix En Provence;France;44.20N;4.47E
1822-02-01;5.811;2.237;Aix En Provence;France;44.20N;4.47E
1822-03-01;10.403;1.439;Aix En Provence;France;44.20N;4.47E
1822-04-01;10.465;1.326;Aix En Provence;France;44.20N;4.47E
1822-05-01;15.846;1.966;Aix En Provence;France;44.20N;4.47E
1822-06-01;22.038;1.702;Aix En Provence;France;44.20N;4.47E
1822-07-01;20.988;1.443;Aix En Provence;France;44.20N;4.47E
1822-08-01;20.123;3.044;Aix En Provence;France;44.20N;4.47E
1822-09-01;17.477;2.408;Aix En Provence;France;44.20N;4.47E
1822-10-01;12.226;1.207;Aix En Provence;France;44.20N;4.47E
1822-11-01;8.689;2.056;Aix En Provence;France;44.20N;4.47E
1822-12-01;1.746;3.122;Aix En Provence;France;44.20N;4.47E
1823-01-01;1.165;1.761;Aix En Provence;France;44.20N;4.47E
1823-02-01;4.549;3.094;Aix En Provence;France;44.20N;4.47E
1823-03-01;6.086;1.734;Aix En Provence;France;44.20N;4.47E
1823-04-01;9.348;2.831;Aix En Provence;France;44.20N;4.47E
1823-05-01;15.71;2.032;Aix En Provence;France;44.20N;4.47E
1823-06-01;16.684;2.686;Aix En Provence;France;44.20N;4.47E
1823-07-01;19.498;1.375;Aix En Provence;France;44.20N;4.47E
1823-08-01;20.633;2.297;Aix En Provence;France;44.20N;4.47E
1823-09-01;17.575;2.161;Aix En Provence;France;44.20N;4.47E
1823-10-01;10.555;2.393;Aix En Provence;France;44.20N;4.47E
1823-11-01;5.483;3.296;Aix En Provence;France;44.20N;4.47E
1823-12-01;3.566;1.598;Aix En Provence;France;44.20N;4.47E
1824-01-01;1.815;1.213;Aix En Provence;France;44.20N;4.47E
1824-02-01;5.129;2.821;Aix En Provence;France;44.20N;4.47E
1824-03-01;5.322;1.934;Aix En Provence;France;44.20N;4.47E
1824-04-01;8.879;2.419;Aix En Provence;France;44.20N;4.47E
1824-05-01;13.614;2.056;Aix En Provence;France;44.20N;4.47E
1824-06-01;16.427;3.347;Aix En Provence;France;44.20N;4.47E
1824-07-01;21.731;4.505;Aix En Provence;France;44.20N;4.47E
1824-08-01;20.228;2.536;Aix En Provence;France;44.20N;4.47E
1824-09-01;16.959;2.526;Aix En Provence;France;44.20N;4.47E
1824-10-01;11.588;1.075;Aix En Provence;France;44.20N;4.47E
1824-11-01;8.781;1.828;Aix En Provence;France;44.20N;4.47E
1824-12-01;5.832;3.612;Aix En Provence;France;44.20N;4.47E
1825-01-01;2.707;2.71;Aix En Provence;France;44.20N;4.47E
1825-02-01;4.184;1.752;Aix En Provence;France;44.20N;4.47E
1825-03-01;5.97;2.483;Aix En Provence;France;44.20N;4.47E
1825-04-01;11.35;3.122;Aix En Provence;France;44.20N;4.47E
1825-05-01;14.634;1.346;Aix En Provence;France;44.20N;4.47E
1825-06-01;18.523;0.834;Aix En Provence;France;44.20N;4.47E
1825-07-01;20.79;3.396;Aix En Provence;France;44.20N;4.47E
1825-08-01;20.405;3.308;Aix En Provence;France;44.20N;4.47E
1825-09-01;17.876;2.569;Aix En Provence;France;44.20N;4.47E
1825-10-01;11.262;2.16;Aix En Provence;France;44.20N;4.47E
1825-11-01;7.217;2.39;Aix En Provence;France;44.20N;4.47E
1825-12-01;5.903;1.609;Aix En Provence;France;44.20N;4.47E
1826-01-01;-0.732;1.447;Aix En Provence;France;44.20N;4.47E
1826-02-01;5.221;1.907;Aix En Provence;France;44.20N;4.47E
1826-03-01;7.973;2.28;Aix En Provence;France;44.20N;4.47E
1826-04-01;10.439;3.567;Aix En Provence;France;44.20N;4.47E
1826-05-01;13.179;2.058;Aix En Provence;France;44.20N;4.47E
1826-06-01;18.169;2.564;Aix En Provence;France;44.20N;4.47E
1826-07-01;21.041;1.447;Aix En Provence;France;44.20N;4.47E
1826-08-01;21.671;2.126;Aix En Provence;France;44.20N;4.47E
1826-09-01;17.385;2.665;Aix En Provence;France;44.20N;4.47E
1826-10-01;12.046;3.007;Aix En Provence;France;44.20N;4.47E
1826-11-01;5.288;0.884;Aix En Provence;France;44.20N;4.47E
1826-12-01;3.482;2.931;Aix En Provence;France;44.20N;4.47E
1827-01-01;1.035;4.046;Aix En Provence;France;44.20N;4.47E
1827-02-01;1.328;1.251;Aix En Provence;France;44.20N;4.47E
1827-03-01;7.834;2.291;Aix En Provence;France;44.20N;4.47E
1827-04-01;11.02;4.372;Aix En Provence;France;44.20N;4.47E
1827-05-01;14.388;2.982;Aix En Provence;France;44.20N;4.47E
1827-06-01;17.961;2.318;Aix En Provence;France;44.20N;4.47E
1827-07-01;22.457;1.513;Aix En Provence;France;44.20N;4.47E
1827-08-01;19.637;1.667;Aix En Provence;France;44.20N;4.47E
1827-09-01;16.127;0.966;Aix En Provence;France;44.20N;4.47E
1827-10-01;12.267;1.384;Aix En Provence;France;44.20N;4.47E
1827-11-01;4.513;0.719;Aix En Provence;France;44.20N;4.47E
1827-12-01;4.762;4.5;Aix En Provence;France;44.20N;4.47E
1828-01-01;4.22;3.202;Aix En Provence;France;44.20N;4.47E
1828-02-01;4.102;2.782;Aix En Provence;France;44.20N;4.47E
1828-03-01;7.972;2.649;Aix En Provence;France;44.20N;4.47E
1828-04-01;10.944;2.66;Aix En Provence;France;44.20N;4.47E
1828-05-01;15.343;2.925;Aix En Provence;France;44.20N;4.47E
1828-06-01;19.441;3.028;Aix En Provence;France;44.20N;4.47E
1828-07-01;20.972;1.691;Aix En Provence;France;44.20N;4.47E
1828-08-01;20.003;2.499;Aix En Provence;France;44.20N;4.47E
1828-09-01;17.052;1.109;Aix En Provence;France;44.20N;4.47E
1828-10-01;11.844;1.706;Aix En Provence;France;44.20N;4.47E
1828-11-01;7.305;2.216;Aix En Provence;France;44.20N;4.47E
1828-12-01;4.697;3.455;Aix En Provence;France;44.20N;4.47E
1829-01-01;0.36;1.634;Aix En Provence;France;44.20N;4.47E
1829-02-01;1.666;3.669;Aix En Provence;France;44.20N;4.47E
1829-03-01;7.246;1.809;Aix En Provence;France;44.20N;4.47E
1829-04-01;10.465;1.89;Aix En Provence;France;44.20N;4.47E
1829-05-01;14.682;4.269;Aix En Provence;France;44.20N;4.47E
1829-06-01;17.799;2.851;Aix En Provence;France;44.20N;4.47E
1829-07-01;20.916;1.834;Aix En Provence;France;44.20N;4.47E
1829-08-01;18.962;2.213;Aix En Provence;France;44.20N;4.47E
1829-09-01;15.192;2.388;Aix En Provence;France;44.20N;4.47E
1829-10-01;9.835;2.304;Aix En Provence;France;44.20N;4.47E
1829-11-01;4.79;3.034;Aix En Provence;France;44.20N;4.47E
1829-12-01;-0.466;5.551;Aix En Provence;France;44.20N;4.47E
1830-01-01;-1.782;3.952;Aix En Provence;France;44.20N;4.47E
1830-02-01;2.015;2.106;Aix En Provence;France;44.20N;4.47E
1830-03-01;8.884;1.398;Aix En Provence;France;44.20N;4.47E
1830-04-01;12.347;2.305;Aix En Provence;France;44.20N;4.47E
1830-05-01;15.007;1.552;Aix En Provence;France;44.20N;4.47E
1830-06-01;17.687;3.678;Aix En Provence;France;44.20N;4.47E
1830-07-01;21.823;2.599;Aix En Provence;France;44.20N;4.47E
1830-08-01;20.313;2.769;Aix En Provence;France;44.20N;4.47E
1830-09-01;14.721;3.193;Aix En Provence;France;44.20N;4.47E
1830-10-01;11.035;4.046;Aix En Provence;France;44.20N;4.47E
1830-11-01;7.308;1.789;Aix En Provence;France;44.20N;4.47E
1830-12-01;2.526;2.434;Aix En Provence;France;44.20N;4.47E
1831-01-01;1.693;2.928;Aix En Provence;France;44.20N;4.47E
1831-02-01;4.469;5.957;Aix En Provence;France;44.20N;4.47E
1831-03-01;8.259;4.767;Aix En Provence;France;44.20N;4.47E
1831-04-01;10.628;1.554;Aix En Provence;France;44.20N;4.47E
1831-05-01;14.596;3.735;Aix En Provence;France;44.20N;4.47E
1831-06-01;18.064;2.642;Aix En Provence;France;44.20N;4.47E
1831-07-01;20.585;1.767;Aix En Provence;France;44.20N;4.47E
1831-08-01;19.456;2.425;Aix En Provence;France;44.20N;4.47E
1831-09-01;15.264;2.108;Aix En Provence;France;44.20N;4.47E
1831-10-01;13.215;1.61;Aix En Provence;France;44.20N;4.47E
1831-11-01;6.967;6.134;Aix En Provence;France;44.20N;4.47E
1831-12-01;3.877;4.351;Aix En Provence;France;44.20N;4.47E
1832-01-01;2.031;2.319;Aix En Provence;France;44.20N;4.47E
1832-02-01;4.142;2.722;Aix En Provence;France;44.20N;4.47E
1832-03-01;6.858;2.211;Aix En Provence;France;44.20N;4.47E
1832-04-01;9.751;3.486;Aix En Provence;France;44.20N;4.47E
1832-05-01;14.001;2.628;Aix En Provence;France;44.20N;4.47E
1832-06-01;17.44;2.513;Aix En Provence;France;44.20N;4.47E
1832-07-01;21.749;3.362;Aix En Provence;France;44.20N;4.47E
1832-08-01;21.445;2.71;Aix En Provence;France;44.20N;4.47E
1832-09-01;16.429;3.267;Aix En Provence;France;44.20N;4.47E
1832-10-01;11.546;2.067;Aix En Provence;France;44.20N;4.47E
1832-11-01;6.539;1.007;Aix En Provence;France;44.20N;4.47E
1832-12-01;2.89;4.856;Aix En Provence;France;44.20N;4.47E
1833-01-01;1.717;3.434;Aix En Provence;France;44.20N;4.47E
1833-02-01;5.969;1.851;Aix En Provence;France;44.20N;4.47E
1833-03-01;5.953;2.83;Aix En Provence;France;44.20N;4.47E
1833-04-01;8.907;2.301;Aix En Provence;France;44.20N;4.47E
1833-05-01;16.782;1.511;Aix En Provence;France;44.20N;4.47E
1833-06-01;19.129;2.604;Aix En Provence;France;44.20N;4.47E
1833-07-01;18.988;1.855;Aix En Provence;France;44.20N;4.47E
1833-08-01;18.878;1.841;Aix En Provence;France;44.20N;4.47E
1833-09-01;14.639;1.147;Aix En Provence;France;44.20N;4.47E
1833-10-01;11.371;1.43;Aix En Provence;France;44.20N;4.47E
1833-11-01;7.207;1.635;Aix En Provence;France;44.20N;4.47E
1833-12-01;5.49;2.226;Aix En Provence;France;44.20N;4.47E
1834-01-01;5.097;2.905;Aix En Provence;France;44.20N;4.47E
1834-02-01;4.36;2.794;Aix En Provence;France;44.20N;4.47E
1834-03-01;7.722;2.257;Aix En Provence;France;44.20N;4.47E
1834-04-01;9.022;2.464;Aix En Provence;France;44.20N;4.47E
1834-05-01;16.251;1.336;Aix En Provence;France;44.20N;4.47E
1834-06-01;19.325;2.131;Aix En Provence;France;44.20N;4.47E
1834-07-01;21.891;1.694;Aix En Provence;France;44.20N;4.47E
1834-08-01;20.639;1.613;Aix En Provence;France;44.20N;4.47E
1834-09-01;19.501;2.805;Aix En Provence;France;44.20N;4.47E
1834-10-01;11.965;1.629;Aix En Provence;France;44.20N;4.47E
1834-11-01;7.707;2.684;Aix En Provence;France;44.20N;4.47E
1834-12-01;2.703;1.224;Aix En Provence;France;44.20N;4.47E
1835-01-01;3.314;2.769;Aix En Provence;France;44.20N;4.47E
1835-02-01;5.227;2.079;Aix En Provence;France;44.20N;4.47E
1835-03-01;6.95;1.939;Aix En Provence;France;44.20N;4.47E
1835-04-01;9.378;2.3;Aix En Provence;France;44.20N;4.47E
1835-05-01;14.146;0.913;Aix En Provence;France;44.20N;4.47E
1835-06-01;17.537;1.434;Aix En Provence;France;44.20N;4.47E
1835-07-01;21.988;2.094;Aix En Provence;France;44.20N;4.47E
1835-08-01;19.753;1.209;Aix En Provence;France;44.20N;4.47E
1835-09-01;15.615;1.833;Aix En Provence;France;44.20N;4.47E
1835-10-01;10.083;1.316;Aix En Provence;France;44.20N;4.47E
1835-11-01;4.579;1.165;Aix En Provence;France;44.20N;4.47E
1835-12-01;0.985;1.752;Aix En Provence;France;44.20N;4.47E
1836-01-01;1.248;0.998;Aix En Provence;France;44.20N;4.47E
1836-02-01;2.984;1.982;Aix En Provence;France;44.20N;4.47E
1836-03-01;8.739;1.537;Aix En Provence;France;44.20N;4.47E
1836-04-01;8.977;1.308;Aix En Provence;France;44.20N;4.47E
1836-05-01;11.777;1.597;Aix En Provence;France;44.20N;4.47E
1836-06-01;18.733;2.21;Aix En Provence;France;44.20N;4.47E
1836-07-01;21.834;1.448;Aix En Provence;France;44.20N;4.47E
1836-08-01;20.507;1.461;Aix En Provence;France;44.20N;4.47E
1836-09-01;15.013;2.301;Aix En Provence;France;44.20N;4.47E
1836-10-01;11.46;5.521;Aix En Provence;France;44.20N;4.47E
1836-11-01;6.005;1.96;Aix En Provence;France;44.20N;4.47E
1836-12-01;3.421;2.886;Aix En Provence;France;44.20N;4.47E
1837-01-01;1.643;2.859;Aix En Provence;France;44.20N;4.47E
1837-02-01;4.103;1.983;Aix En Provence;France;44.20N;4.47E
1837-03-01;3.71;2.157;Aix En Provence;France;44.20N;4.47E
1837-04-01;7.703;1.638;Aix En Provence;France;44.20N;4.47E
1837-05-01;11.891;2.078;Aix En Provence;France;44.20N;4.47E
1837-06-01;19.899;2.313;Aix En Provence;France;44.20N;4.47E
1837-07-01;20.862;1.512;Aix En Provence;France;44.20N;4.47E
1837-08-01;21.746;1.05;Aix En Provence;France;44.20N;4.47E
1837-09-01;15.427;1.598;Aix En Provence;France;44.20N;4.47E
1837-10-01;10.95;2.438;Aix En Provence;France;44.20N;4.47E
1837-11-01;5.237;2.416;Aix En Provence;France;44.20N;4.47E
1837-12-01;3.909;3.946;Aix En Provence;France;44.20N;4.47E
1838-01-01;0.049;3.626;Aix En Provence;France;44.20N;4.47E
1838-02-01;2.73;1.414;Aix En Provence;France;44.20N;4.47E
1838-03-01;7.087;1.621;Aix En Provence;France;44.20N;4.47E
1838-04-01;8.167;1.167;Aix En Provence;France;44.20N;4.47E
1838-05-01;14.49;0.781;Aix En Provence;France;44.20N;4.47E
1838-06-01;18.168;1.49;Aix En Provence;France;44.20N;4.47E
1838-07-01;20.798;3.545;Aix En Provence;France;44.20N;4.47E
1838-08-01;19.695;3.313;Aix En Provence;France;44.20N;4.47E
1838-09-01;15.841;1.374;Aix En Provence;France;44.20N;4.47E
1838-10-01;11.126;3.937;Aix En Provence;France;44.20N;4.47E
1838-11-01;7.546;2.931;Aix En Provence;France;44.20N;4.47E
1838-12-01;2.519;2.576;Aix En Provence;France;44.20N;4.47E
1839-01-01;1.973;1.905;Aix En Provence;France;44.20N;4.47E
1839-02-01;3.884;2.42;Aix En Provence;France;44.20N;4.47E
1839-03-01;6.369;1.371;Aix En Provence;France;44.20N;4.47E
1839-04-01;8.55;1.751;Aix En Provence;France;44.20N;4.47E
1839-05-01;13.404;0.796;Aix En Provence;France;44.20N;4.47E
1839-06-01;19.589;0.95;Aix En Provence;France;44.20N;4.47E
1839-07-01;21.346;3.039;Aix En Provence;France;44.20N;4.47E
1839-08-01;19.407;2.117;Aix En Provence;France;44.20N;4.47E
1839-09-01;15.714;1.175;Aix En Provence;France;44.20N;4.47E
1839-10-01;11.876;1.747;Aix En Provence;France;44.20N;4.47E
1839-11-01;7.74;1.848;Aix En Provence;France;44.20N;4.47E
1839-12-01;5.457;1.046;Aix En Provence;France;44.20N;4.47E
1840-01-01;3.576;1.921;Aix En Provence;France;44.20N;4.47E
1840-02-01;3.063;2.499;Aix En Provence;France;44.20N;4.47E
1840-03-01;3.477;1.211;Aix En Provence;France;44.20N;4.47E
1840-04-01;10.156;2.624;Aix En Provence;France;44.20N;4.47E
1840-05-01;14.464;1.286;Aix En Provence;France;44.20N;4.47E
1840-06-01;19.226;1.159;Aix En Provence;France;44.20N;4.47E
1840-07-01;19.688;1.307;Aix En Provence;France;44.20N;4.47E
1840-08-01;21.183;1.473;Aix En Provence;France;44.20N;4.47E
1840-09-01;15.889;1.641;Aix En Provence;France;44.20N;4.47E
1840-10-01;10.379;2.044;Aix En Provence;France;44.20N;4.47E
1840-11-01;7.908;3.215;Aix En Provence;France;44.20N;4.47E
1840-12-01;1.51;2.039;Aix En Provence;France;44.20N;4.47E
1841-01-01;0.667;2.124;Aix En Provence;France;44.20N;4.47E
1841-02-01;3.906;1.007;Aix En Provence;France;44.20N;4.47E
1841-03-01;8.426;4.056;Aix En Provence;France;44.20N;4.47E
1841-04-01;10.086;2.343;Aix En Provence;France;44.20N;4.47E
1841-05-01;16.469;1.133;Aix En Provence;France;44.20N;4.47E
1841-06-01;17.11;1.023;Aix En Provence;France;44.20N;4.47E
1841-07-01;19.578;1.328;Aix En Provence;France;44.20N;4.47E
1841-08-01;19.352;1.386;Aix En Provence;France;44.20N;4.47E
1841-09-01;17.151;0.778;Aix En Provence;France;44.20N;4.47E
1841-10-01;11.735;1.252;Aix En Provence;France;44.20N;4.47E
1841-11-01;6.812;0.976;Aix En Provence;France;44.20N;4.47E
1841-12-01;3.842;2.457;Aix En Provence;France;44.20N;4.47E
1842-01-01;-0.656;2.372;Aix En Provence;France;44.20N;4.47E
1842-02-01;2.906;2.081;Aix En Provence;France;44.20N;4.47E
1842-03-01;7.671;2.268;Aix En Provence;France;44.20N;4.47E
1842-04-01;8.891;1.855;Aix En Provence;France;44.20N;4.47E
1842-05-01;14.628;1.277;Aix En Provence;France;44.20N;4.47E
1842-06-01;20.462;1.113;Aix En Provence;France;44.20N;4.47E
1842-07-01;21.27;1.745;Aix En Provence;France;44.20N;4.47E
1842-08-01;21.036;1.298;Aix En Provence;France;44.20N;4.47E
1842-09-01;15.393;1.463;Aix En Provence;France;44.20N;4.47E
1842-10-01;9.35;0.941;Aix En Provence;France;44.20N;4.47E
1842-11-01;5.573;1.718;Aix En Provence;France;44.20N;4.47E
1842-12-01;4.251;2.187;Aix En Provence;France;44.20N;4.47E
1843-01-01;2.981;1.956;Aix En Provence;France;44.20N;4.47E
1843-02-01;4.987;1.578;Aix En Provence;France;44.20N;4.47E
1843-03-01;6.967;1.597;Aix En Provence;France;44.20N;4.47E
1843-04-01;10.451;1.229;Aix En Provence;France;44.20N;4.47E
1843-05-01;13.636;1;Aix En Provence;France;44.20N;4.47E
1843-06-01;16.589;1.513;Aix En Provence;France;44.20N;4.47E
1843-07-01;19.232;0.78;Aix En Provence;France;44.20N;4.47E
1843-08-01;20.092;1.725;Aix En Provence;France;44.20N;4.47E
1843-09-01;17.123;1.461;Aix En Provence;France;44.20N;4.47E
1843-10-01;11.558;1.15;Aix En Provence;France;44.20N;4.47E
1843-11-01;6.455;0.839;Aix En Provence;France;44.20N;4.47E
1843-12-01;3.737;3.219;Aix En Provence;France;44.20N;4.47E
1844-01-01;1.636;1.281;Aix En Provence;France;44.20N;4.47E
1844-02-01;2.769;1.381;Aix En Provence;France;44.20N;4.47E
1844-03-01;6.1;2.375;Aix En Provence;France;44.20N;4.47E
1844-04-01;12.005;0.93;Aix En Provence;France;44.20N;4.47E
1844-05-01;13.195;0.967;Aix En Provence;France;44.20N;4.47E
1844-06-01;19.778;1.159;Aix En Provence;France;44.20N;4.47E
1844-07-01;20.744;1.203;Aix En Provence;France;44.20N;4.47E
1844-08-01;18.499;2.46;Aix En Provence;France;44.20N;4.47E
1844-09-01;17.058;0.696;Aix En Provence;France;44.20N;4.47E
1844-10-01;11.797;0.923;Aix En Provence;France;44.20N;4.47E
1844-11-01;7.126;0.575;Aix En Provence;France;44.20N;4.47E
1844-12-01;1.602;1.013;Aix En Provence;France;44.20N;4.47E
1845-01-01;3.524;1.521;Aix En Provence;France;44.20N;4.47E
1845-02-01;1.03;2.903;Aix En Provence;France;44.20N;4.47E
1845-03-01;5.721;1.085;Aix En Provence;France;44.20N;4.47E
1845-04-01;10.208;1.114;Aix En Provence;France;44.20N;4.47E
1845-05-01;12.537;1.49;Aix En Provence;France;44.20N;4.47E
1845-06-01;18.533;1.213;Aix En Provence;France;44.20N;4.47E
1845-07-01;20.419;1.006;Aix En Provence;France;44.20N;4.47E
1845-08-01;17.985;0.896;Aix En Provence;France;44.20N;4.47E
1845-09-01;16.93;1.426;Aix En Provence;France;44.20N;4.47E
1845-10-01;12.009;0.944;Aix En Provence;France;44.20N;4.47E
1845-11-01;7.771;1.297;Aix En Provence;France;44.20N;4.47E
