dt;AverageTemperature;AverageTemperatureUncertainty;City;Country;Latitude;Longitude
01/10/1978;11.488;0.244;Aix En Provence;France;44.20N;4.47E
01/11/1978;6.377;0.296;Aix En Provence;France;44.20N;4.47E
01/12/1978;5.241;0.347;Aix En Provence;France;44.20N;4.47E
01/01/1979;1.817;0.411;Aix En Provence;France;44.20N;4.47E
01/02/1979;4.864;0.232;Aix En Provence;France;44.20N;4.47E
01/03/1979;8.188;0.18;Aix En Provence;France;44.20N;4.47E
01/04/1979;9.027;0.32;Aix En Provence;France;44.20N;4.47E
01/05/1979;14.106;0.213;Aix En Provence;France;44.20N;4.47E
01/06/1979;18.987;0.224;Aix En Provence;France;44.20N;4.47E
01/07/1979;21.48;0.265;Aix En Provence;France;44.20N;4.47E
01/08/1979;19.65;0.48;Aix En Provence;France;44.20N;4.47E
01/09/1979;16.897;0.158;Aix En Provence;France;44.20N;4.47E
01/10/1979;13.157;0.344;Aix En Provence;France;44.20N;4.47E
01/11/1979;6.553;0.213;Aix En Provence;France;44.20N;4.47E
01/12/1979;4.581;0.317;Aix En Provence;France;44.20N;4.47E
01/01/1980;2.598;0.269;Aix En Provence;France;44.20N;4.47E
01/02/1980;6.769;0.217;Aix En Provence;France;44.20N;4.47E
01/03/1980;6.798;0.15;Aix En Provence;France;44.20N;4.47E
01/04/1980;8.813;0.282;Aix En Provence;France;44.20N;4.47E
01/05/1980;12.723;0.333;Aix En Provence;France;44.20N;4.47E
01/06/1980;16.786;0.41;Aix En Provence;France;44.20N;4.47E
01/07/1980;18.859;0.196;Aix En Provence;France;44.20N;4.47E
01/08/1980;21.219;0.366;Aix En Provence;France;44.20N;4.47E
01/09/1980;18.161;0.231;Aix En Provence;France;44.20N;4.47E
01/10/1980;11.315;0.122;Aix En Provence;France;44.20N;4.47E
01/11/1980;5.929;0.187;Aix En Provence;France;44.20N;4.47E
01/12/1980;1.477;0.266;Aix En Provence;France;44.20N;4.47E
01/01/1981;2.305;0.212;Aix En Provence;France;44.20N;4.47E
01/02/1981;2.555;0.22;Aix En Provence;France;44.20N;4.47E
01/03/1981;8.983;0.296;Aix En Provence;France;44.20N;4.47E
01/04/1981;11.302;0.286;Aix En Provence;France;44.20N;4.47E
01/05/1981;13.308;0.174;Aix En Provence;France;44.20N;4.47E
01/06/1981;18.501;0.285;Aix En Provence;France;44.20N;4.47E
01/07/1981;19.546;0.346;Aix En Provence;France;44.20N;4.47E
01/08/1981;21.056;0.149;Aix En Provence;France;44.20N;4.47E
01/09/1981;17.643;0.141;Aix En Provence;France;44.20N;4.47E
01/10/1981;11.891;0.249;Aix En Provence;France;44.20N;4.47E
01/11/1981;6.827;0.501;Aix En Provence;France;44.20N;4.47E
01/12/1981;4.173;0.268;Aix En Provence;France;44.20N;4.47E
01/01/1982;5.741;0.247;Aix En Provence;France;44.20N;4.47E
01/02/1982;5.671;0.347;Aix En Provence;France;44.20N;4.47E
01/03/1982;6.526;0.148;Aix En Provence;France;44.20N;4.47E
01/04/1982;10.374;0.364;Aix En Provence;France;44.20N;4.47E
01/05/1982;14.891;0.235;Aix En Provence;France;44.20N;4.47E
01/06/1982;19.656;0.301;Aix En Provence;France;44.20N;4.47E
01/07/1982;23.208;0.296;Aix En Provence;France;44.20N;4.47E
01/08/1982;20.14;0.164;Aix En Provence;France;44.20N;4.47E
01/09/1982;18.506;0.247;Aix En Provence;France;44.20N;4.47E
01/10/1982;11.632;0.221;Aix En Provence;France;44.20N;4.47E
01/11/1982;8.489;0.343;Aix En Provence;France;44.20N;4.47E
01/12/1982;4.283;0.308;Aix En Provence;France;44.20N;4.47E
01/01/1983;4.728;0.357;Aix En Provence;France;44.20N;4.47E
01/02/1983;1.9;0.332;Aix En Provence;France;44.20N;4.47E
01/03/1983;7.654;0.128;Aix En Provence;France;44.20N;4.47E
01/04/1983;9.899;0.213;Aix En Provence;France;44.20N;4.47E
01/05/1983;13.161;0.319;Aix En Provence;France;44.20N;4.47E
01/06/1983;18.797;0.187;Aix En Provence;France;44.20N;4.47E
01/07/1983;24.33;0.332;Aix En Provence;France;44.20N;4.47E
01/08/1983;20.963;0.223;Aix En Provence;France;44.20N;4.47E
01/09/1983;18.045;0.277;Aix En Provence;France;44.20N;4.47E
01/10/1983;12.459;0.103;Aix En Provence;France;44.20N;4.47E
01/11/1983;7.933;0.188;Aix En Provence;France;44.20N;4.47E
01/12/1983;4.301;0.281;Aix En Provence;France;44.20N;4.47E
01/01/1984;3.317;0.347;Aix En Provence;France;44.20N;4.47E
01/02/1984;3.067;0.244;Aix En Provence;France;44.20N;4.47E
01/03/1984;5.628;0.32;Aix En Provence;France;44.20N;4.47E
01/04/1984;9.881;0.345;Aix En Provence;France;44.20N;4.47E
01/05/1984;11.492;0.428;Aix En Provence;France;44.20N;4.47E
01/06/1984;17.681;0.177;Aix En Provence;France;44.20N;4.47E
01/07/1984;21.331;0.392;Aix En Provence;France;44.20N;4.47E
01/08/1984;19.841;0.341;Aix En Provence;France;44.20N;4.47E
01/09/1984;15.545;0.117;Aix En Provence;France;44.20N;4.47E
01/10/1984;12.183;0.274;Aix En Provence;France;44.20N;4.47E
01/11/1984;9.717;0.36;Aix En Provence;France;44.20N;4.47E
01/12/1984;4.147;0.375;Aix En Provence;France;44.20N;4.47E
01/01/1985;-1.499;0.197;Aix En Provence;France;44.20N;4.47E
01/02/1985;5.628;0.358;Aix En Provence;France;44.20N;4.47E
01/03/1985;5.583;0.324;Aix En Provence;France;44.20N;4.47E
01/04/1985;11.003;0.398;Aix En Provence;France;44.20N;4.47E
01/05/1985;13.25;0.37;Aix En Provence;France;44.20N;4.47E
01/06/1985;17.486;0.341;Aix En Provence;France;44.20N;4.47E
01/07/1985;22.505;0.324;Aix En Provence;France;44.20N;4.47E
01/08/1985;20.204;0.284;Aix En Provence;France;44.20N;4.47E
01/09/1985;19.408;0.331;Aix En Provence;France;44.20N;4.47E
01/10/1985;13.583;0.214;Aix En Provence;France;44.20N;4.47E
01/11/1985;4.214;0.162;Aix En Provence;France;44.20N;4.47E
01/12/1985;5.315;0.544;Aix En Provence;France;44.20N;4.47E
01/01/1986;3.208;0.412;Aix En Provence;France;44.20N;4.47E
01/02/1986;0.998;0.207;Aix En Provence;France;44.20N;4.47E
01/03/1986;7.363;0.216;Aix En Provence;France;44.20N;4.47E
01/04/1986;7.998;0.421;Aix En Provence;France;44.20N;4.47E
01/05/1986;16.143;0.315;Aix En Provence;France;44.20N;4.47E
01/06/1986;18.659;0.275;Aix En Provence;France;44.20N;4.47E
01/07/1986;21.911;0.105;Aix En Provence;France;44.20N;4.47E
01/08/1986;20.842;0.255;Aix En Provence;France;44.20N;4.47E
01/09/1986;17.958;0.234;Aix En Provence;France;44.20N;4.47E
01/10/1986;13.844;0.114;Aix En Provence;France;44.20N;4.47E
01/11/1986;8.375;0.341;Aix En Provence;France;44.20N;4.47E
01/12/1986;4.326;0.204;Aix En Provence;France;44.20N;4.47E
01/01/1987;-0.59;0.412;Aix En Provence;France;44.20N;4.47E
01/02/1987;4.433;0.129;Aix En Provence;France;44.20N;4.47E
01/03/1987;5.721;0.146;Aix En Provence;France;44.20N;4.47E
01/04/1987;11.35;0.275;Aix En Provence;France;44.20N;4.47E
01/05/1987;12.752;0.204;Aix En Provence;France;44.20N;4.47E
01/06/1987;17.4;0.197;Aix En Provence;France;44.20N;4.47E
01/07/1987;21.308;0.302;Aix En Provence;France;44.20N;4.47E
01/08/1987;21.741;0.25;Aix En Provence;France;44.20N;4.47E
01/09/1987;19.595;0.195;Aix En Provence;France;44.20N;4.47E
01/10/1987;13.622;0.271;Aix En Provence;France;44.20N;4.47E
01/11/1987;7.299;0.152;Aix En Provence;France;44.20N;4.47E
01/12/1987;5.622;0.326;Aix En Provence;France;44.20N;4.47E
01/01/1988;6.269;0.28;Aix En Provence;France;44.20N;4.47E
01/02/1988;4.591;0.158;Aix En Provence;France;44.20N;4.47E
01/03/1988;7.092;0.224;Aix En Provence;France;44.20N;4.47E
01/04/1988;10.751;0.388;Aix En Provence;France;44.20N;4.47E
01/05/1988;14.882;0.353;Aix En Provence;France;44.20N;4.47E
01/06/1988;17.878;0.313;Aix En Provence;France;44.20N;4.47E
01/07/1988;21.422;0.214;Aix En Provence;France;44.20N;4.47E
01/08/1988;21.373;0.351;Aix En Provence;France;44.20N;4.47E
01/09/1988;17.043;0.213;Aix En Provence;France;44.20N;4.47E
01/10/1988;13.717;0.096;Aix En Provence;France;44.20N;4.47E
01/11/1988;6.223;0.291;Aix En Provence;France;44.20N;4.47E
01/12/1988;4.865;0.399;Aix En Provence;France;44.20N;4.47E
01/01/1989;3.982;0.284;Aix En Provence;France;44.20N;4.47E
01/02/1989;5.519;0.425;Aix En Provence;France;44.20N;4.47E
01/03/1989;9.593;0.281;Aix En Provence;France;44.20N;4.47E
01/04/1989;9.186;0.312;Aix En Provence;France;44.20N;4.47E
01/05/1989;16.426;0.288;Aix En Provence;France;44.20N;4.47E
01/06/1989;18.749;0.351;Aix En Provence;France;44.20N;4.47E
01/07/1989;22.768;0.283;Aix En Provence;France;44.20N;4.47E
01/08/1989;22.073;0.372;Aix En Provence;France;44.20N;4.47E
01/09/1989;17.361;0.212;Aix En Provence;France;44.20N;4.47E
01/10/1989;12.714;0.268;Aix En Provence;France;44.20N;4.47E
01/11/1989;7.499;0.246;Aix En Provence;France;44.20N;4.47E
01/12/1989;5.686;0.384;Aix En Provence;France;44.20N;4.47E
01/01/1990;3.849;0.313;Aix En Provence;France;44.20N;4.47E
01/02/1990;8.769;0.219;Aix En Provence;France;44.20N;4.47E
01/03/1990;9.36;0.184;Aix En Provence;France;44.20N;4.47E
01/04/1990;9.482;0.121;Aix En Provence;France;44.20N;4.47E
01/05/1990;16.388;0.355;Aix En Provence;France;44.20N;4.47E
01/06/1990;18.387;0.405;Aix En Provence;France;44.20N;4.47E
01/07/1990;22.423;0.265;Aix En Provence;France;44.20N;4.47E
01/08/1990;22.354;0.256;Aix En Provence;France;44.20N;4.47E
01/09/1990;17.777;0.416;Aix En Provence;France;44.20N;4.47E
01/10/1990;14.155;0.388;Aix En Provence;France;44.20N;4.47E
01/11/1990;7.114;0.325;Aix En Provence;France;44.20N;4.47E
01/12/1990;1.805;0.253;Aix En Provence;France;44.20N;4.47E
01/01/1991;3.451;0.275;Aix En Provence;France;44.20N;4.47E
01/02/1991;3.144;0.183;Aix En Provence;France;44.20N;4.47E
01/03/1991;9.954;0.225;Aix En Provence;France;44.20N;4.47E
01/04/1991;9.544;0.27;Aix En Provence;France;44.20N;4.47E
01/05/1991;12.915;0.24;Aix En Provence;France;44.20N;4.47E
01/06/1991;17.875;0.279;Aix En Provence;France;44.20N;4.47E
01/07/1991;22.912;0.461;Aix En Provence;France;44.20N;4.47E
01/08/1991;23.057;0.308;Aix En Provence;France;44.20N;4.47E
01/09/1991;19.333;0.215;Aix En Provence;France;44.20N;4.47E
01/10/1991;10.962;0.36;Aix En Provence;France;44.20N;4.47E
01/11/1991;6.895;0.334;Aix En Provence;France;44.20N;4.47E
01/12/1991;3.048;0.197;Aix En Provence;France;44.20N;4.47E
01/01/1992;2.349;0.442;Aix En Provence;France;44.20N;4.47E
01/02/1992;5.024;0.281;Aix En Provence;France;44.20N;4.47E
01/03/1992;8.421;0.257;Aix En Provence;France;44.20N;4.47E
01/04/1992;10.951;0.367;Aix En Provence;France;44.20N;4.47E
01/05/1992;16.301;0.186;Aix En Provence;France;44.20N;4.47E
01/06/1992;16.558;0.404;Aix En Provence;France;44.20N;4.47E
01/07/1992;21.265;0.135;Aix En Provence;France;44.20N;4.47E
01/08/1992;22.505;0.259;Aix En Provence;France;44.20N;4.47E
01/09/1992;16.846;0.269;Aix En Provence;France;44.20N;4.47E
01/10/1992;10.222;0.225;Aix En Provence;France;44.20N;4.47E
01/11/1992;9.001;0.403;Aix En Provence;France;44.20N;4.47E
01/12/1992;5.287;0.394;Aix En Provence;France;44.20N;4.47E
01/01/1993;4.706;0.266;Aix En Provence;France;44.20N;4.47E
01/02/1993;3.533;0.297;Aix En Provence;France;44.20N;4.47E
01/03/1993;7.246;0.268;Aix En Provence;France;44.20N;4.47E
01/04/1993;10.737;0.238;Aix En Provence;France;44.20N;4.47E
01/05/1993;15.418;0.268;Aix En Provence;France;44.20N;4.47E
01/06/1993;19.317;0.187;Aix En Provence;France;44.20N;4.47E
01/07/1993;20.014;0.212;Aix En Provence;France;44.20N;4.47E
01/08/1993;21.823;0.161;Aix En Provence;France;44.20N;4.47E
01/09/1993;15.91;0.276;Aix En Provence;France;44.20N;4.47E
01/10/1993;11.476;0.321;Aix En Provence;France;44.20N;4.47E
01/11/1993;5.601;0.344;Aix En Provence;France;44.20N;4.47E
01/12/1993;5.324;0.182;Aix En Provence;France;44.20N;4.47E
01/01/1994;4.454;0.263;Aix En Provence;France;44.20N;4.47E
01/02/1994;5.367;0.281;Aix En Provence;France;44.20N;4.47E
01/03/1994;10.737;0.243;Aix En Provence;France;44.20N;4.47E
01/04/1994;9.053;0.26;Aix En Provence;France;44.20N;4.47E
01/05/1994;15.346;0.249;Aix En Provence;France;44.20N;4.47E
01/06/1994;19.331;0.256;Aix En Provence;France;44.20N;4.47E
01/07/1994;23.972;0.188;Aix En Provence;France;44.20N;4.47E
01/08/1994;22.992;0.278;Aix En Provence;France;44.20N;4.47E
01/09/1994;16.232;0.339;Aix En Provence;France;44.20N;4.47E
01/10/1994;12.34;0.163;Aix En Provence;France;44.20N;4.47E
01/11/1994;10.354;0.321;Aix En Provence;France;44.20N;4.47E
01/12/1994;5.709;0.145;Aix En Provence;France;44.20N;4.47E
01/01/1995;3.478;0.216;Aix En Provence;France;44.20N;4.47E
01/02/1995;7.412;0.259;Aix En Provence;France;44.20N;4.47E
01/03/1995;6.837;0.202;Aix En Provence;France;44.20N;4.47E
01/04/1995;11.067;0.253;Aix En Provence;France;44.20N;4.47E
01/05/1995;14.401;0.238;Aix En Provence;France;44.20N;4.47E
01/06/1995;18.143;0.227;Aix En Provence;France;44.20N;4.47E
01/07/1995;23.273;0.189;Aix En Provence;France;44.20N;4.47E
01/08/1995;21.405;0.302;Aix En Provence;France;44.20N;4.47E
01/09/1995;15.212;0.409;Aix En Provence;France;44.20N;4.47E
01/10/1995;14.908;0.142;Aix En Provence;France;44.20N;4.47E
01/11/1995;7.71;0.298;Aix En Provence;France;44.20N;4.47E
01/12/1995;4.469;0.159;Aix En Provence;France;44.20N;4.47E
01/01/1996;6.181;0.361;Aix En Provence;France;44.20N;4.47E
01/02/1996;3.045;0.236;Aix En Provence;France;44.20N;4.47E
01/03/1996;6.867;0.12;Aix En Provence;France;44.20N;4.47E
01/04/1996;10.987;0.192;Aix En Provence;France;44.20N;4.47E
01/05/1996;14.32;0.262;Aix En Provence;France;44.20N;4.47E
01/06/1996;19.511;0.291;Aix En Provence;France;44.20N;4.47E
01/07/1996;20.908;0.236;Aix En Provence;France;44.20N;4.47E
01/08/1996;19.771;0.126;Aix En Provence;France;44.20N;4.47E
01/09/1996;14.734;0.142;Aix En Provence;France;44.20N;4.47E
01/10/1996;12.169;0.249;Aix En Provence;France;44.20N;4.47E
01/11/1996;6.999;0.237;Aix En Provence;France;44.20N;4.47E
01/12/1996;4.715;0.213;Aix En Provence;France;44.20N;4.47E
01/01/1997;3.429;0.508;Aix En Provence;France;44.20N;4.47E
01/02/1997;6.863;0.245;Aix En Provence;France;44.20N;4.47E
01/03/1997;10.873;0.331;Aix En Provence;France;44.20N;4.47E
01/04/1997;11.077;0.235;Aix En Provence;France;44.20N;4.47E
01/05/1997;15.761;0.192;Aix En Provence;France;44.20N;4.47E
01/06/1997;17.988;0.289;Aix En Provence;France;44.20N;4.47E
01/07/1997;20.616;0.169;Aix En Provence;France;44.20N;4.47E
01/08/1997;22.566;0.181;Aix En Provence;France;44.20N;4.47E
01/09/1997;18.64;0.262;Aix En Provence;France;44.20N;4.47E
01/10/1997;13.389;0.241;Aix En Provence;France;44.20N;4.47E
01/11/1997;8.703;0.189;Aix En Provence;France;44.20N;4.47E
01/12/1997;4.94;0.169;Aix En Provence;France;44.20N;4.47E
01/01/1998;4.442;0.092;Aix En Provence;France;44.20N;4.47E
01/02/1998;6.295;0.358;Aix En Provence;France;44.20N;4.47E
01/03/1998;8.555;0.227;Aix En Provence;France;44.20N;4.47E
01/04/1998;9.703;0.314;Aix En Provence;France;44.20N;4.47E
01/05/1998;15.96;0.227;Aix En Provence;France;44.20N;4.47E
01/06/1998;19.39;0.195;Aix En Provence;France;44.20N;4.47E
01/07/1998;22.426;0.224;Aix En Provence;France;44.20N;4.47E
01/08/1998;21.854;0.167;Aix En Provence;France;44.20N;4.47E
01/09/1998;16.939;0.217;Aix En Provence;France;44.20N;4.47E
01/10/1998;11.873;0.21;Aix En Provence;France;44.20N;4.47E
01/11/1998;4.855;0.137;Aix En Provence;France;44.20N;4.47E
01/12/1998;3.784;0.107;Aix En Provence;France;44.20N;4.47E
01/01/1999;4.549;0.154;Aix En Provence;France;44.20N;4.47E
01/02/1999;3.971;0.188;Aix En Provence;France;44.20N;4.47E
01/03/1999;8.848;0.135;Aix En Provence;France;44.20N;4.47E
01/04/1999;10.684;0.228;Aix En Provence;France;44.20N;4.47E
01/05/1999;16.677;0.164;Aix En Provence;France;44.20N;4.47E
01/06/1999;18.537;0.242;Aix En Provence;France;44.20N;4.47E
01/07/1999;22.246;0.114;Aix En Provence;France;44.20N;4.47E
01/08/1999;21.582;0.337;Aix En Provence;France;44.20N;4.47E
01/09/1999;18.808;0.288;Aix En Provence;France;44.20N;4.47E
01/10/1999;13.102;0.199;Aix En Provence;France;44.20N;4.47E
01/11/1999;5.506;0.189;Aix En Provence;France;44.20N;4.47E
01/12/1999;3.718;0.289;Aix En Provence;France;44.20N;4.47E
01/01/2000;2.877;0.258;Aix En Provence;France;44.20N;4.47E
01/02/2000;6.7;0.26;Aix En Provence;France;44.20N;4.47E
01/03/2000;8.64;0.34;Aix En Provence;France;44.20N;4.47E
01/04/2000;10.769;0.2;Aix En Provence;France;44.20N;4.47E
01/05/2000;16.469;0.204;Aix En Provence;France;44.20N;4.47E
01/06/2000;19.682;0.189;Aix En Provence;France;44.20N;4.47E
01/07/2000;19.801;0.218;Aix En Provence;France;44.20N;4.47E
01/08/2000;22.053;0.33;Aix En Provence;France;44.20N;4.47E
01/09/2000;17.976;0.237;Aix En Provence;France;44.20N;4.47E
01/10/2000;12.261;0.233;Aix En Provence;France;44.20N;4.47E
01/11/2000;7.854;0.188;Aix En Provence;France;44.20N;4.47E
01/12/2000;6.574;0.231;Aix En Provence;France;44.20N;4.47E
01/01/2001;5.395;0.451;Aix En Provence;France;44.20N;4.47E
01/02/2001;5.797;0.286;Aix En Provence;France;44.20N;4.47E
01/03/2001;10.362;0.177;Aix En Provence;France;44.20N;4.47E
01/04/2001;10.007;0.171;Aix En Provence;France;44.20N;4.47E
01/05/2001;16.186;0.324;Aix En Provence;France;44.20N;4.47E
01/06/2001;19.233;0.25;Aix En Provence;France;44.20N;4.47E
01/07/2001;21.745;0.109;Aix En Provence;France;44.20N;4.47E
01/08/2001;22.225;0.176;Aix En Provence;France;44.20N;4.47E
01/09/2001;15.495;0.29;Aix En Provence;France;44.20N;4.47E
01/10/2001;15.273;0.105;Aix En Provence;France;44.20N;4.47E
01/11/2001;6.033;0.417;Aix En Provence;France;44.20N;4.47E
01/12/2001;1.681;0.386;Aix En Provence;France;44.20N;4.47E
01/01/2002;3.827;0.316;Aix En Provence;France;44.20N;4.47E
01/02/2002;7.038;0.273;Aix En Provence;France;44.20N;4.47E
01/03/2002;9.47;0.24;Aix En Provence;France;44.20N;4.47E
01/04/2002;11.779;0.149;Aix En Provence;France;44.20N;4.47E
01/05/2002;14.236;0.192;Aix En Provence;France;44.20N;4.47E
01/06/2002;20.054;0.17;Aix En Provence;France;44.20N;4.47E
01/07/2002;20.994;0.195;Aix En Provence;France;44.20N;4.47E
01/08/2002;20.349;0.203;Aix En Provence;France;44.20N;4.47E
01/09/2002;16.123;0.157;Aix En Provence;France;44.20N;4.47E
01/10/2002;12.787;0.226;Aix En Provence;France;44.20N;4.47E
01/11/2002;9.417;0.162;Aix En Provence;France;44.20N;4.47E
01/12/2002;5.918;0.142;Aix En Provence;France;44.20N;4.47E
01/01/2003;2.431;0.256;Aix En Provence;France;44.20N;4.47E
01/02/2003;3.139;0.32;Aix En Provence;France;44.20N;4.47E
01/03/2003;8.926;0.371;Aix En Provence;France;44.20N;4.47E
01/04/2003;11.125;0.335;Aix En Provence;France;44.20N;4.47E
01/05/2003;16.483;0.278;Aix En Provence;France;44.20N;4.47E
01/06/2003;23.557;0.211;Aix En Provence;France;44.20N;4.47E
01/07/2003;23.694;0.342;Aix En Provence;France;44.20N;4.47E
01/08/2003;25.549;0.307;Aix En Provence;France;44.20N;4.47E
01/09/2003;17.22;0.304;Aix En Provence;France;44.20N;4.47E
01/10/2003;11.203;0.43;Aix En Provence;France;44.20N;4.47E
01/11/2003;8.566;0.139;Aix En Provence;France;44.20N;4.47E
01/12/2003;4.747;0.19;Aix En Provence;France;44.20N;4.47E
01/01/2004;3.751;0.168;Aix En Provence;France;44.20N;4.47E
01/02/2004;4.474;0.161;Aix En Provence;France;44.20N;4.47E
01/03/2004;7.033;0.235;Aix En Provence;France;44.20N;4.47E
01/04/2004;10.406;0.223;Aix En Provence;France;44.20N;4.47E
01/05/2004;14.316;0.251;Aix En Provence;France;44.20N;4.47E
01/06/2004;20.268;0.253;Aix En Provence;France;44.20N;4.47E
01/07/2004;21.816;0.169;Aix En Provence;France;44.20N;4.47E
01/08/2004;21.345;0.351;Aix En Provence;France;44.20N;4.47E
01/09/2004;18.05;0.099;Aix En Provence;France;44.20N;4.47E
01/10/2004;13.949;0.369;Aix En Provence;France;44.20N;4.47E
01/11/2004;6.913;0.297;Aix En Provence;France;44.20N;4.47E
01/12/2004;4.174;0.171;Aix En Provence;France;44.20N;4.47E
01/01/2005;3.169;0.132;Aix En Provence;France;44.20N;4.47E
01/02/2005;2.087;0.266;Aix En Provence;France;44.20N;4.47E
01/03/2005;7.045;0.212;Aix En Provence;France;44.20N;4.47E
01/04/2005;10.583;0.189;Aix En Provence;France;44.20N;4.47E
01/05/2005;15.874;0.153;Aix En Provence;France;44.20N;4.47E
01/06/2005;21.279;0.134;Aix En Provence;France;44.20N;4.47E
01/07/2005;22.234;0.18;Aix En Provence;France;44.20N;4.47E
01/08/2005;20.534;0.206;Aix En Provence;France;44.20N;4.47E
01/09/2005;17.536;0.112;Aix En Provence;France;44.20N;4.47E
01/10/2005;14.125;0.213;Aix En Provence;France;44.20N;4.47E
01/11/2005;6.42;0.225;Aix En Provence;France;44.20N;4.47E
01/12/2005;1.513;0.265;Aix En Provence;France;44.20N;4.47E
01/01/2006;2.401;0.351;Aix En Provence;France;44.20N;4.47E
01/02/2006;3.36;0.152;Aix En Provence;France;44.20N;4.47E
01/03/2006;7.45;0.299;Aix En Provence;France;44.20N;4.47E
01/04/2006;11.883;0.272;Aix En Provence;France;44.20N;4.47E
01/05/2006;15.719;0.31;Aix En Provence;France;44.20N;4.47E
01/06/2006;20.447;0.215;Aix En Provence;France;44.20N;4.47E
01/07/2006;24.987;0.319;Aix En Provence;France;44.20N;4.47E
01/08/2006;19.771;0.36;Aix En Provence;France;44.20N;4.47E
01/09/2006;18.94;0.163;Aix En Provence;France;44.20N;4.47E
01/10/2006;15.104;0.207;Aix En Provence;France;44.20N;4.47E
01/11/2006;9.878;0.163;Aix En Provence;France;44.20N;4.47E
01/12/2006;4.391;0.238;Aix En Provence;France;44.20N;4.47E
01/01/2007;5.685;0.171;Aix En Provence;France;44.20N;4.47E
01/02/2007;6.645;0.201;Aix En Provence;France;44.20N;4.47E
01/03/2007;8.39;0.238;Aix En Provence;France;44.20N;4.47E
01/04/2007;13.973;0.286;Aix En Provence;France;44.20N;4.47E
01/05/2007;16.022;0.184;Aix En Provence;France;44.20N;4.47E
01/06/2007;19.164;0.215;Aix En Provence;France;44.20N;4.47E
01/07/2007;20.842;0.261;Aix En Provence;France;44.20N;4.47E
01/08/2007;20.257;0.156;Aix En Provence;France;44.20N;4.47E
01/09/2007;16.735;0.344;Aix En Provence;France;44.20N;4.47E
01/10/2007;12.105;0.232;Aix En Provence;France;44.20N;4.47E
01/11/2007;6.655;0.367;Aix En Provence;France;44.20N;4.47E
01/12/2007;3.515;0.297;Aix En Provence;France;44.20N;4.47E
01/01/2008;5.908;0.154;Aix En Provence;France;44.20N;4.47E
01/02/2008;6.349;0.286;Aix En Provence;France;44.20N;4.47E
01/03/2008;7.418;0.256;Aix En Provence;France;44.20N;4.47E
01/04/2008;10.632;0.163;Aix En Provence;France;44.20N;4.47E
01/05/2008;15.603;0.271;Aix En Provence;France;44.20N;4.47E
01/06/2008;19.194;0.262;Aix En Provence;France;44.20N;4.47E
01/07/2008;21.133;0.127;Aix En Provence;France;44.20N;4.47E
01/08/2008;20.826;0.205;Aix En Provence;France;44.20N;4.47E
01/09/2008;16.063;0.279;Aix En Provence;France;44.20N;4.47E
01/10/2008;12.1;0.273;Aix En Provence;France;44.20N;4.47E
